:ID,:LABEL,text
supply_and_extract_ventilation_system,object,supply and extract ventilation system
not_be_designed_to_be_combined_in_such_a_way_that_the_directions_of_air_flow_between_the_rooms_and_in_the_ductworks_may_change_when_the_air_flows_are_being_controlled,quality,not be designed to be combined in such a way that the directions of air flow between the rooms and in the ductworks may change when the air flows are being controlled
21_C,value,21 C
during_the_heating_season,quality,during the heating season
Air_flows,object,Air flows
working_area,object,working area
instantaneous_carbon_monoxide_concentration,property,instantaneous carbon monoxide concentration
7_mg_m3___6_ppm__,value,7 mg/m3 ( 6 ppm )
connection,object,connection
air_handling_units,object,air handling units
chamber,object,chamber
pressures,property,pressures
directions,property,directions
between_the_rooms_and_in_the_ductworks,quality,between the rooms and in the ductworks
not_change_when_the_air_flows_of_the_units_are_being_controlled,quality,not change when the air flows of the units are being controlled
Dwellings,object,Dwellings
day_care_institutions,object,day-care institutions
day_care_centres,object,day-care centres
early_childhood_education_premises,object,early childhood education premises
schools,object,schools
system_that_gives_a_warning_at_an_early_stage_of_a_beginning_fire,object,system that gives a warning at an early stage of a beginning fire
to_basement_storeys,quality,to basement storeys
arranged,quality,arranged
reached_from_the_ground_level_without_a_need_to_pass_through_the_exits_of_the_storeys,quality,reached from the ground level without a need to pass through the exits of the storeys
not_be_used_as_recirculation_air,quality,not be used as recirculation air
Humus_soil,object,Humus soil
organic_substances,object,organic substances
decomposing_or_rotting_from_moisture,quality,decomposing or rotting from moisture
waste,object,waste
not_be_left_under_new_buildings___in_their_crawl_spaces_and_in_their_gravel_backfills_functioning_as_a_drainage_layer,quality,"not be left under new buildings , in their crawl spaces and in their gravel backfills functioning as a drainage layer"
air_barriers,object,air barriers
vapour_barriers,object,vapour barriers
seams,object,seams
edges,property,edges
tight,quality,tight
cross_sectional_area,property,cross-sectional area
air_duct,object,air duct
0_06_m2,value,0.06 m2
outdoor_air_and_exhaust_air_ducts,object,outdoor air and exhaust air ducts
shutoff_dampers,object,shutoff dampers
close_automatically_when_the_system_shuts_down,quality,close automatically when the system shuts down
number_of_occupants,property,number of occupants
120,value,120
total_minimum_width,property,total minimum width
calculated_by_increasing_the_original_1_200_millimetres_by_400_millimetres_for_each_additional_group_of_60_people,quality,"calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people"
system,object,system
clearly_labelled,quality,clearly labelled
stop_switch,object,stop switch
located_in_an_easily_accessible_place,quality,located in an easily accessible place
chambers,object,chambers
withstand_the_loads_caused_by_fan_pressure_while_the_shutoff_dampers_are_closed,quality,withstand the loads caused by fan pressure while the shutoff dampers are closed
evacuation_area,object,evacuation area
maximum_number_of_occupants,property,maximum number of occupants
second,quality,second
exit_passageways,object,exit passageways
elevator_shafts,object,elevator shafts
means,object,means
smoke_extraction,quality,smoke extraction
flow_of_replacement_air,quality,flow of replacement air
to_enhance,quality,to enhance
efficiency,property,efficiency
firefighting_and_rescue_operations,object,firefighting and rescue operations
smoke_can_be_extracted_from_the_different_premises_in_the_building,quality,smoke can be extracted from the different premises in the building
fire_and_service_rescue_equipment,object,fire and service rescue equipment
sufficiently_close_access_to_the_building___emergency_access_road__,quality,sufficiently close access to the building ( emergency access road )
flow_from_spaces_of_higher_indoor_air_purity_to_spaces_of_lower_indoor_air_purity,quality,flow from spaces of higher indoor air purity to spaces of lower indoor air purity
enclosure,object,enclosure
construction_layers,object,construction layers
form_a_whole___preventing_the_transfer_of_water_across_the_surface_of_the_enclosure_into_the_construction_by_wind___slanting_rain_and_wind_pressure,quality,"form a whole , preventing the transfer of water across the surface of the enclosure into the construction by wind , slanting rain and wind pressure"
accessible_for_inspections_and_maintenance_of_the_equipment_and_systems_located_there,quality,accessible for inspections and maintenance of the equipment and systems located there
flooring,object,flooring
wall_covering,object,wall covering
provide_waterproofing,quality,provide waterproofing
waterproofing,object,waterproofing
installed_under_the_flooring_and_behind_the_wall_covering,quality,installed under the flooring and behind the wall covering
functioning_as_waterproofing,quality,functioning as waterproofing
located_underneath_the_flooring_in_wet_rooms,quality,located underneath the flooring in wet rooms
watertight_connection,object,watertight connection
joint,object,joint
between_waterproofing_and_the_floor_drain,quality,between waterproofing and the floor drain
floor_structures,object,floor structures
prevent_the_accumulation_of_damaging_moisture_into_the_roof_structure_resulting_from_water_vapour_diffusion_or_airflow,quality,prevent the accumulation of damaging moisture into the roof structure resulting from water vapour diffusion or airflow
wet_room,object,wet room
allow_water_to_flow_into_the_floor_drain,quality,allow water to flow into the floor drain
exterior_wall,object,exterior wall
against_the_ground,quality,against the ground
isolated_against_water_pressure,quality,isolated against water pressure
structurally_managed,quality,structurally managed
water_removal_system,object,water removal system
allowing_the_cellar_wall_to_dry_in_an_outward_direction,quality,allowing the cellar wall to dry in an outward direction
prevent_moisture_from_the_surrounding_ground_and_storm_water_from_penetrating_the_wall_structure,quality,prevent moisture from the surrounding ground and storm water from penetrating the wall structure
wet_rooms,object,wet rooms
rigid_enough_that_the_thermal_and_moisture_movements_do_no_damage_the_wet_room_waterproofing_or_surface_structures,quality,rigid enough that the thermal and moisture movements do no damage the wet room waterproofing or surface structures
slots,object,slots
leading_to_the_ventilation_space_or_gap_of_a_structure_equipped_with_a_ventilation_space_or_gap,quality,leading to the ventilation space or gap of a structure equipped with a ventilation space or gap
positioned,quality,positioned
ventilation_space_or_gap,object,ventilation space or gap
fully_usable_as_a_ventilation_air_flow_path,quality,fully usable as a ventilation air flow path
free_of_enclosed___non_ventilated_areas,quality,"free of enclosed , non-ventilated areas"
2_100_millimetres,value,"2,100 millimetres"
automatic,quality,automatic
fire_extinguishing_system,object,fire-extinguishing system
suitable_for_its_purpose,quality,suitable for its purpose
emergency_centre,object,emergency centre
not_drift_into_or_migrate_as_a_capillary_flow_from_the_wet_rooms_to_the_surrounding_structures_and_rooms,quality,not drift into or migrate as a capillary flow from the wet rooms to the surrounding structures and rooms
not_freeze_in_the_systems_pipes___channels_or_devices,quality,"not freeze in the systems pipes , channels or devices"
Waterproofing,object,Waterproofing
water_pressure_barrier,object,water pressure barrier
located_on_the_outer_surface_of_the_exterior_wall_structure_against_the_ground_or_inside_the_exterior_thermal_insulation_facing_the_ground,quality,located on the outer surface of the exterior wall structure against the ground or inside the exterior thermal insulation facing the ground
Wet_room,object,Wet room
form_a_whole_which_is_impermeable_on_all_waterproofed_surfaces_as_well_as_on_their_seams___penetrations_and_joints,quality,"form a whole which is impermeable on all waterproofed surfaces as well as on their seams , penetrations and joints"
district_heat_network,object,district heat network
taken_as_meaning_any_other_district_heat_network,quality,taken as meaning any other district heat network
upstand,quality,upstand
built_on_site,object,built on site
U_value,property,U-value
0_35W____m2K__,value,0.35W/ ( m2K )
elements,object,elements
concealed_by_subsequent_work,quality,concealed by subsequent work
onsite,quality,onsite
audit,object,audit
undertaken_to_confirm_that_the_designed_details_have_been_constructed,quality,undertaken to confirm that the designed details have been constructed
Boards,object,Boards
fitted_to_the_structure,quality,fitted to the structure
avoid_any_gaps_between_board_edges_and_between_the_board_facings,quality,avoid any gaps between board edges and between the board facings
Floors,object,Floors
foundations,object,foundations
insulation,object,insulation
installed_tight_to_the_structure,quality,installed tight to the structure
without_air_gaps_between_insulation_panels_and_at_edges,quality,without air gaps between insulation panels and at edges
block_of_flats,object,block of flats
terrace_of_houses,object,terrace of houses
average,quality,average
target_primary_energy_rate,property,target primary energy rate
target_emission_rate,property,target emission rate
target_fabric_energy_efficiency_rate,property,target fabric energy efficiency rate
calculated_as_an_alternative_to_individual_target_rates_for_each_dwelling,quality,calculated as an alternative to individual target rates for each dwelling
roof_lights,object,roof-lights
U_values,property,U-values
calculated_based_on_a_horizontal_position,quality,calculated based on a horizontal position
insulated_at_ceiling_level,quality,insulated at ceiling level
long_term,quality,long-term
protection,property,protection
insulation_layer,object,insulation layer
boarded,quality,boarded
provided_above_the_insulation,quality,provided above the insulation
give_access_for_maintenance,quality,give access for maintenance
roof_windows,object,roof windows
calculated_based_on_a_vertical_position,quality,calculated based on a vertical position
Fully_insulated,quality,Fully insulated
cavity_closers,object,cavity closers
used,quality,used
installed_tight_to_the_insulation_and_cavity_apertures,quality,installed tight to the insulation and cavity apertures
thermal_element,object,thermal element
upgraded,quality,upgraded
0_7W____m2K__,value,0.7W/ ( m2K )
performance,property,performance
thicker,quality,thicker
equivalent,quality,equivalent
window_unit,object,window unit
standard_thickness,property,standard thickness
6mm,value,6mm
shown_to_meet_the_required_standard,quality,shown to meet the required standard
thermal_energy,object,thermal energy
supplied_from_a_district_heat_network,quality,supplied from a district heat network
CO2_emission_factor,property,CO2 emission factor
primary_energy_factor,property,primary energy factor
delivered_to_the_dwelling_by_the_district_heat_network,quality,delivered to the dwelling by the district heat network
dwelling_primary_energy_rate,property,dwelling primary energy rate
dwelling_emission_rate,property,dwelling emission rate
dwelling_fabric_energy_efficiency_rate,property,dwelling fabric energy efficiency rate
covered_by_the_pool,quality,covered by the pool
replaced_with_the_equivalent_area_of_floor_with_the_same_U_value_as_the_pool_surround,quality,replaced with the equivalent area of floor with the same U-value as the pool surround
Moisture_resistant,quality,Moisture-resistant
fitted_below_damp_proof_course_level,quality,fitted below damp-proof course level
extend_to_the_foundation_block_structure,quality,extend to the foundation block/structure
Mortar_snots,object,Mortar snots
removed_to_ensure_a_tight_fit_with_the_structure_and_cavities_cleared_of_all_debris,quality,removed to ensure a tight fit with the structure and cavities cleared of all debris
single,quality,single
calculated_for_a_product_range_of_doors,quality,calculated for a product range of doors
configuration,property,configuration
chosen_for_the_calculation,quality,chosen for the calculation
worst_performing_in_the_product_range,quality,worst performing in the product range
Perimeter_insulation,object,Perimeter insulation
thickness,property,thickness
25mm,value,25mm
Roofs,object,Roofs
installed_tight_to_the_structure___without_air_gaps,quality,"installed tight to the structure , without air gaps"
extend_to_the_wall_insulation,quality,extend to the wall insulation
Single,quality,Single
supplemented_with_low_emissivity_secondary_glazing,quality,supplemented with low-emissivity secondary glazing
annual_percentage_of_heat,property,annual percentage of heat
supplied_from_each_heat_source,quality,supplied from each heat source
same_for_each_newly_connected_dwelling,quality,same for each newly connected dwelling
calculated_using_the_same_averaging_methodology,quality,calculated using the same averaging methodology
building_fabric,object,building fabric
constructed,quality,constructed
reasonably_continuous_across_newly_built_elements,quality,reasonably continuous across newly built elements
required,quality,required
air_gap,object,air gap
rafters,object,rafters
heating_appliance,object,heating appliance
with_its_appropriate_fuel,quality,with its appropriate fuel
used_in_the_calculation_of_the_dwelling_primary_energy_rate_and_dwelling_emission_rate,quality,used in the calculation of the dwelling primary energy rate and dwelling emission rate
insulant,object,insulant
chosen_to_achieve_the_lowest_practicable_U_value,quality,chosen to achieve the lowest practicable U-value
same,quality,same
approved,quality,approved
used_to_calculate,quality,used to calculate
centre_pane_U_value,property,centre pane U-value
1_2W____m2K__,value,1.2W/ ( m2K )
element,object,element
meets_the_limiting_U_value,quality,meets the limiting U-value
calculated_for_the_element_in_the_appropriate_plane___either_horizontal_or_vertical,quality,calculated for the element in the appropriate plane - either horizontal or vertical
rooflights,object,rooflights
rooflight_and_kerb_assemblies,object,rooflight-and-kerb assemblies
based_on_the_developed_surface_area_of_the_rooflight___U_values_____which_is_often_greater_than_the_area_of_the_roof_opening,quality,"based on the developed surface area of the rooflight ( U-values ) , which is often greater than the area of the roof opening"
based_on_the_outer_developed_surface_area___which_is_often_greater_than_the_area_of_the_roof_opening,quality,"based on the outer developed surface area , which is often greater than the area of the roof opening"
assessed_for_the_whole_fabric_element,quality,assessed for the whole fabric element
Walls,object,Walls
fitted_without_any_air_gaps,quality,fitted without any air gaps
tight_to_the_structure___cavity_closers___lintels_and_cavity_trays,quality,"tight to the structure , cavity closers , lintels and cavity trays"
undergoes_a_major_renovation,quality,undergoes a major renovation
technical,quality,technical
environmental,quality,environmental
economic,quality,economic
feasibility_of_installing_high_efficiency_alternative_systems,property,feasibility of installing high-efficiency alternative systems
thermal_integrity,property,thermal integrity
insulated_plane,object,insulated plane
maintained,property,maintained
insulated,quality,insulated
plaster_board,object,plaster-board
used_in_reveals_to_abut_jambs,quality,used in reveals to abut jambs
considered_within_reveal_soffits,quality,considered within reveal soffits
damage,object,damage
tears,object,tears
repaired_before_boarding,quality,repaired before boarding
unavoidable,quality,unavoidable
gaps,object,gaps
between_boards,quality,between boards
infilled,quality,infilled
compressible_tape,object,compressible tape
low_expansion_foam,object,low expansion foam
gables,object,gables
party_walls,object,party walls
extend_to_the_wall,quality,extend to the wall
between_the_wall_and_joist,quality,between the wall and joist
100mm,value,100mm
perimeter_insulation,object,perimeter insulation
Cavity_walls,object,Cavity walls
inner,quality,inner
block_leaf,object,block leaf
mortar_joint,object,mortar joint
fully_filled,quality,fully filled
pointed_within_the_cavity,quality,pointed within the cavity
Complex,quality,Complex
details,object,details
avoided_wherever_possible,quality,avoided wherever possible
Designs,object,Designs
clearly_indicate_means_to_limit_disruption_to_the_insulation,quality,clearly indicate means to limit disruption to the insulation
Drawings,object,Drawings
provided_for_junctions,quality,provided for junctions
reviewed_by_the_designer_and_installer,quality,reviewed by the designer and installer
include_specifications_for_key_materials,quality,include specifications for key materials
relevant,quality,relevant
drawings,object,drawings
provided_to_clearly_identify_the_position___continuity_and_extent_of_the_air_barrier,quality,"provided to clearly identify the position , continuity and extent of the air barrier"
Fixings,object,Fixings
fixings,object,fixings
not_damage_the_airtightness_barrier,quality,not damage the airtightness barrier
timber_frame,object,timber frame
where_the_intermediate_floor_structure_breaches_the_external_wall_insulation,quality,where the intermediate floor structure breaches the external wall insulation
used_in_the_external_wall,quality,used in the external wall
included_within_the_depth_of_the_intermediate_floor_structure,quality,included within the depth of the intermediate floor structure
common,quality,common
leaf_lintels,object,leaf lintels
base_plate,object,base plate
not_be_continuous,quality,not be continuous
lintel_core,object,lintel core
recessed,quality,recessed
meter_boxes,object,meter boxes
cold_side,property,cold side
construction,object,construction
installed_behind_the_enclosure,quality,installed behind the enclosure
sizes,property,sizes
cylinder,object,cylinder
not_listed,quality,not listed
from_the_cylinder,quality,from the cylinder
__16_66_8_33_V0_4_______1000_24__,value,( 16.66 8.33 V0.4 ) / ( 1000 24 )
Foundations,object,Foundations
blocks,object,blocks
below_the_damp_proof_course,quality,below the damp-proof course
same_as_those_specified_in_the_design_for_the_above_ground_main_wall_element___in_masonry_construction__,quality,same as those specified in the design for the above-ground main wall element ( in masonry construction )
Grommets,object,Grommets
flexible_collars,object,flexible collars
used_around_incoming_services,quality,used around incoming services
sealed_to_the_air_barrier_with_air_sealing_tape_or_sealant,quality,sealed to the air barrier with air-sealing tape or sealant
Ground_floors,object,Ground floors
wall_to_floor_junctions,object,wall-to-floor junctions
detailed_to_achieve_continuity_of_insulation,quality,detailed to achieve continuity of insulation
continuous_with_wall_insulation,quality,continuous with wall insulation
existing_system,object,existing system
boiler,object,boiler
hot_water_storage_vessel,object,hot water storage vessel
replaced,quality,replaced
accessible,quality,accessible
Incoming_services,object,Incoming services
ducts,object,ducts
cables,object,cables
grouped,quality,grouped
minimise_how_often_the_air_barrier_is_penetrated,quality,minimise how often the air barrier is penetrated
ensuring_sufficient_space_to_allow_adequate_screed_flow_between_ducts,quality,ensuring sufficient space to allow adequate screed flow between ducts
Insulated,quality,Insulated
used_for_all_construction_types,quality,used for all construction types
Intermediate,quality,Intermediate
floors,object,floors
floor_to_wall_junctions,object,floor-to-wall junctions
detailed_to_ensure_that_insulation_in_the_external_wall_is_continuous,quality,detailed to ensure that insulation in the external wall is continuous
Internal,quality,Internal
building_services,object,building services
services_penetrate_the_air_barrier,quality,services penetrate the air barrier
holes,object,holes
small_as_possible,quality,small as possible
core_drilled_to_limit_damage,quality,core drilled to limit damage
Loft_hatches,object,Loft hatches
hatches,object,hatches
suitably_designed_and_installed_to_ensure_optimum_airtightness,quality,suitably designed and installed to ensure optimum airtightness
Masonry,quality,Masonry
cavity,quality,cavity
extend_below_the_damp_proof_course,quality,extend below the damp-proof course
at_least_the_equivalent_of_one_full_block_height___215mm___below_the_underside_of_the_floor_structure_slab_and_beyond_the_depth_of_the_floor_insulation,quality,at least the equivalent of one full block height ( 215mm ) below the underside of the floor structure/slab and beyond the depth of the floor insulation
thermal_bridging,object,thermal bridging
including_at_the_party_wall,quality,including at the party wall
reasonably_limited,quality,reasonably limited
penetrating_services,object,penetrating services
sealed_to_the_air_barrier,quality,sealed to the air barrier
using_proprietary_grommets_or_collars_with_air_sealing_tape_or_sealant,quality,using proprietary grommets or collars with air-sealing tape or sealant
installed_when_the_eaves_are_still_accessible,quality,installed when the eaves are still accessible
between_the_air_barrier_and_the_insulation_layer,quality,between the air barrier and the insulation layer
filled_with_solid_material,quality,filled with solid material
boards,object,boards
lapped,quality,lapped
tongue_and_groove,quality,tongue and groove
considered,quality,considered
Voids,object,Voids
between_insulation_at_the_top_of_the_external_wall_and_the_cavity_wall_timber_frame_insulation,quality,between insulation at the top of the external wall and the cavity wall/timber frame insulation
fully_filled_with_insulation,quality,fully filled with insulation
Wall,object,Wall
installed_to_the_top_of_the_wall_plate,quality,installed to the top of the wall plate
places,object,places
eaves,object,eaves
this,object,this
above_the_cavity_closure_or_barrier,quality,above the cavity closure or barrier
installing,quality,installing
renovating,quality,renovating
thermal_elements,object,thermal elements
being_installed,quality,being installed
draught_proofed,quality,draught-proofed
air_leakage_gaps,object,air-leakage gaps
filled,quality,filled
controlled_fitting,object,controlled fitting
well_fitted,quality,well fitted
reasonably_draught_proof,quality,reasonably draught-proof
system_for_onsite_electricity_generation,object,system for onsite electricity generation
electrical_output,object,electrical output
appropriately_sized_for_the_site_and_available_infrastructure,quality,appropriately sized for the site and available infrastructure
effective,quality,effective
controls,object,controls
commissioned,quality,commissioned
testing_and_adjusting_as_necessary_to_ensure_that_it_produces_the_maximum_electricity_that_is_reasonable_in_the_circumstances,quality,testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances
membranes,object,membranes
penetrated,quality,penetrated
careful,quality,careful
detailing,object,detailing
used_to_achieve_a_robust_and_durable_seal_at_these_penetrations,quality,used to achieve a robust and durable seal at these penetrations
pipework,object,pipework
above_ground,quality,above ground
pipe,object,pipe
insulating_performance,property,insulating performance
buried_part,object,buried part
sheathing_board,object,sheathing board
forms_the_air_barrier,quality,forms the air barrier
airsealing_tape,object,airsealing tape
applied_at_junctions_and_edges,quality,applied at junctions and edges
continuity,property,continuity
air_barrier,object,air barrier
window_and_door_units,object,window and door units
connect_to_the_primary_air_barrier,quality,connect to the primary air barrier
window_and_door_frames,object,window and door frames
taped_to_surrounding_structural_openings___using_air_sealing_tape,quality,"taped to surrounding structural openings , using air sealing tape"
building_primary_energy_rate,property,building primary energy rate
building_emission_rate,property,building emission rate
calculated_for_non_exempt_buildings_with_low_energy_demand,quality,calculated for non-exempt buildings with low energy demand
central_heating,object,central heating
primary,quality,primary
hot_water_circuits,object,hot water circuits
thoroughly_cleaned_and_flushed_out,quality,thoroughly cleaned and flushed out
CO2_emissions,property,CO2 emissions
primary_energy,property,primary energy
thermal_energy_streams,object,thermal energy streams
trigeneration_scheme,object,trigeneration scheme
attributed_in_proportion_to_the_output_energy_streams,quality,attributed in proportion to the output energy streams
Control,property,Control
maximised,quality,maximised
heat_gain,property,heat gain
uninsulated,quality,uninsulated
permitted,quality,permitted
proportion_of_the_cooling_load_relating_to_distribution_pipework,property,proportion of the cooling load relating to distribution pipework
total_load,property,total load
Cooling_pipework,object,Cooling pipework
insulated_along_its_whole_length,quality,insulated along its whole length
heating_and_cooling_systems,object,heating and cooling systems
non_domestic_building,object,non-domestic building
heat_generator,object,heat generator
room,object,room
thermostatic_room_controls,object,thermostatic room controls
Hot_water_pipework,object,Hot water pipework
inside,quality,inside
outside,quality,outside
always_useful,quality,always useful
other,quality,other
requires_thicker_glass,quality,requires thicker glass
planned_time_of_use,property,planned time of use
modular,quality,modular
portable,quality,portable
in_a_single_location,quality,in a single location
two_years,value,two years
practical,quality,practical
heating_technology,object,heating technology
electric_resistance_heating,object,electric resistance heating
total_useful_floor_area,property,total useful floor area
1000m2,value,1000m2
automatic_meter_reading,object,automatic meter reading
data_collection_facilities,object,data collection facilities
cases,object,cases
Energy_Related_Products_Regulations_and_the_Building_Regulations_both_apply,quality,Energy Related Products Regulations and the Building Regulations both apply
both,quality,both
standards,property,standards
met,quality,met
hard_water_areas,object,hard water areas
suitable,quality,suitable
measures,object,measures
treat_the_feed_water_to_water_heaters_and_the_hot_water_circuit_of_combination_boilers_to_reduce_limescale_accumulation,quality,treat the feed water to water heaters and the hot water circuit of combination boilers to reduce limescale accumulation
calculated_as_if_the_area_covered_by_the_pool_were_replaced_with_the_equivalent_area_of_floor_with_the_same_U_value_as_the_pool_surround,quality,calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround
Modular,quality,Modular
planned,quality,planned
service_life,property,service life
at_a_single_location,quality,at a single location
shown_to_comply_with_the_energy_efficiency_requirements,quality,shown to comply with the energy efficiency requirements
intended_time_of_use,property,intended time of use
grid_supplied,quality,grid-supplied
electricity,object,electricity
0_136kgCO2_kWh,value,0.136kgCO2/kWh
1_501kWhPE_kWh,value,1.501kWhPE/kWh
System_controls,object,System controls
wired,quality,wired
when_there_is_no_demand_for_space_heating___the_heating_appliance_and_pump_are_switched_off,quality,"when there is no demand for space heating , the heating appliance and pump are switched off"
notified_that_the_analysis_of_high_efficiency_alternative_systems_has_been_undertaken___that_it_is_documented_and_is_available_to_be_verified,quality,"notified that the analysis of high-efficiency alternative systems has been undertaken , that it is documented and is available to be verified"
building_envelope,object,building envelope
insulated_to_a_degree_that_is_reasonable_in_the_particular_case,quality,insulated to a degree that is reasonable in the particular case
submission,object,submission
report,object,report
signed_by_a_suitably_qualified_person,quality,signed by a suitably qualified person
detailing_how_the_CO2_emission_factors_and_primary_energy_factors_have_been_derived,quality,detailing how the CO2 emission factors and primary energy factors have been derived
default,quality,default
condition,property,condition
off,value,off
outputs,property,outputs
renewable,quality,renewable
systems,object,systems
separately_monitored,quality,separately monitored
service,property,service
appropriate_to_the_requirements_of_the_space,quality,appropriate to the requirements of the space
enduse_categories,object,enduse categories
heating,object,heating
cooling,object,cooling
submetered,quality,submetered
at_least_90_of_the_annual_energy_consumption_of_each_fuel_can_be_assigned_to_an_enduse,quality,at least 90 of the annual energy consumption of each fuel can be assigned to an enduse
limits,property,limits
design,property,design
display_windows,object,display windows
similar,quality,similar
their,object,their
calculation_of_primary_energy_and_CO2_emissions,property,calculation of primary energy and CO2 emissions
Thermal_bridging,object,Thermal bridging
calculated_for_the_element_in_the_appropriate_plane_either_horizontal_or_vertical,quality,calculated for the element in the appropriate plane either horizontal or vertical
based_on_the_developed_surface_area_of_the_rooflight___U_d_values_____which_is_often_greater_than_the_area_of_the_roof_opening,quality,"based on the developed surface area of the rooflight ( U_d values ) , which is often greater than the area of the roof opening"
assessed_for_the_whole_thermal_element,quality,assessed for the whole thermal element
controlled_fittings,object,controlled fittings
airleakage_gaps,object,airleakage gaps
moved_to_a_new_location___in_which_its_intended_time_of_use_is_less_than_two_years,quality,"moved to a new location , in which its intended time of use is less than two years"
these_calculations,object,these calculations
provided_as_evidence_that_the_energy_efficiency_requirements_are_met,quality,provided as evidence that the energy efficiency requirements are met
not_feasible_to_install,quality,not feasible to install
space_heating_system,object,space heating system
can_operate_at_this_temperature,quality,can operate at this temperature
designed_to_the_lowest_design_temperature_possible_that_will_still_meet_the_heating_needs_of_the_building,quality,designed to the lowest design temperature possible that will still meet the heating needs of the building
alongside_the_leading_edge,property,alongside the leading edge
enable_a_wheelchair_user_to_reach_and_grip_the_door_handle___then_open_the_door_without_releasing_hold_on_the_handle_and_without_the_footrest_colliding_with_the_return_wall,quality,"enable a wheelchair user to reach and grip the door handle , then open the door without releasing hold on the handle and without the footrest colliding with the return wall"
Accessible,quality,Accessible
entrances,object,entrances
clearly_sign_posted,quality,clearly sign-posted
easily_recognisable,quality,easily recognisable
Activation,property,Activation
safety_features,property,safety features
time_lapse,property,time-lapse
entry,property,entry
powered,quality,powered
door_systems,object,door systems
carefully_considered_to_suit_the_needs_of_people_who_can_not_react_quickly,quality,carefully considered to suit the needs of people who can not react quickly
principal,quality,principal
alternative_accessible,quality,alternative accessible
surfaced,quality,surfaced
people_are_able_to_travel_along_them_easily___without_excessive_effort_and_without_the_risk_of_tripping_or_falling,quality,"people are able to travel along them easily , without excessive effort and without the risk of tripping or falling"
boxings,object,boxings
WC_cloakroom,object,WC/cloakroom
bath,object,bath
shower_room,object,shower room
strong_enough_to_support_grab_rails___seats_and_other_adaptations_that_could_impose_a_load_of_1_5kN_m2,quality,"strong enough to support grab rails , seats and other adaptations that could impose a load of 1.5kN/m2"
Consideration,object,Consideration
wide_range_of_building_types,object,wide range of building types
for_use_by_children_and_people_of_short_stature,quality,for use by children and people of short stature
Consumer_units,object,Consumer units
mounted,quality,mounted
switches,object,switches
between_1350mm_and_1450mm_above_floor_level,quality,between 1350mm and 1450mm above floor level
Door_furniture,object,Door furniture
manually_operated_non_powered,quality,manually operated non-powered
easy_to_operate_by_people_with_limited_manual_dexterity,quality,easy to operate by people with limited manual dexterity
readily_apparent_against_the_background_of_the_door,quality,readily apparent against the background of the door
capable_of_opening_outwards,quality,capable of opening outwards
wheelchair_adaptable,quality,wheelchair adaptable
bathrooms,object,bathrooms
open_inwards_providing_that_the_door_can_be_easily_rehung_to_open_outwards,quality,open inwards providing that the door can be easily rehung to open outwards
accessible_to_all___particularly_wheelchair_users_and_people_with_limited_physical_dexterity,quality,"accessible to all , particularly wheelchair users and people with limited physical dexterity"
Entrance,object,Entrance
capable_of_being_held_closed_when_not_in_use,quality,capable of being held closed when not in use
bedroom,object,bedroom
floor_area,property,floor area
8_5m2,value,8.5m2
2_4m,value,2.4m
gradients,property,gradients
within_the_approach,quality,within the approach
as_gentle_as_possible,quality,as gentle as possible
Handrails,object,Handrails
set_at_heights_that_are_convenient_for_all_users_of_the_building,quality,set at heights that are convenient for all users of the building
extend_safely_beyond_the_top_and_bottom_of_a_flight_of_steps___or_a_ramp___to_give_both_stability_and_warning_of_the_presence_of_a_change_in_level,quality,"extend safely beyond the top and bottom of a flight of steps , or a ramp , to give both stability and warning of the presence of a change in level"
spaced_away_from_the_wall,quality,spaced away from the wall
rigidly_supported_in_a_way_that_avoids_impeding_finger_grip,quality,rigidly supported in a way that avoids impeding finger grip
people,object,people
obtain_tickets_for_pay_and_display_parking,quality,obtain tickets for pay and display parking
ticket_dispensing_machines,object,ticket dispensing machines
located,quality,located
allows_a_person_in_a_wheelchair___or_a_person_of_short_stature___to_gain_access_close_to_the_machine_and_reach_the_payment_and_ticket_dispensing_functions,quality,"allows a person in a wheelchair , or a person of short stature , to gain access close to the machine and reach the payment and ticket dispensing functions"
site,object,site
constraints,property,constraints
approach,object,approach
1_20,value,1:20
incorporating_ramped_access,quality,incorporating ramped access
main_staff,quality,main staff
alternative,quality,alternative
double_buggies,object,double buggies
wider_than_wheelchairs,quality,wider than wheelchairs
building_type,object,building type
entrance_door,object,entrance door
wide_enough_to_allow_unrestricted_passage_for_a_variety_of_users___including_wheelchair_users___people_carrying_luggage___people_with_assistance_dogs___and_parents_with_pushchairs_and_small_children,quality,"wide enough to allow unrestricted passage for a variety of users , including wheelchair users , people carrying luggage , people with assistance dogs , and parents with pushchairs and small children"
People,object,People
appreciate_easily_where_to_place_their_feet_by_highlighting_nosings_and_avoiding_open_rises,quality,appreciate easily where to place their feet by highlighting nosings and avoiding open rises
see_other_people_approaching_from_the_opposite_direction,quality,see other people approaching from the opposite direction
allowing_sufficient_reaction_time_for_both_parties_to_avoid_a_collision,quality,allowing sufficient reaction time for both parties to avoid a collision
with_mobility_impairments,quality,with mobility impairments
arrive_as_passengers,quality,arrive as passengers
